Employee_ID,Agency,Job_Grade,Employment_Type,Hire_Date,Gender,Age_Group
EMP01647,Sales,Junior,Full-time,2021-05-31,Female,46-55
EMP01648,Legal,Manager,Full-time,2021-04-26,Male,26-35
EMP01649,HR,Lead,Full-time,2021-05-11,Female,26-35
EMP01650,Legal,Senior,Full-time,2022-12-12,Male,46-55
EMP01651,IT,Mid,Full-time,2022-11-01,Non-binary,36-45
EMP01652,IT,Mid,Full-time,2022-06-30,Female,36-45
EMP01653,IT,Senior,Full-time,2022-12-12,Male,26-35
EMP01654,Sales,Senior,Temporary,2021-01-18,Male,18-25
EMP01655,Sales,Lead,Contract,2021-12-24,Male,26-35
EMP01656,Legal,Junior,Part-time,2021-05-28,Male,36-45
EMP01657,HR,Mid,Full-time,2021-05-01,Female,26-35
EMP01658,Operations,Senior,Full-time,2022-12-20,Non-binary,46-55
EMP01659,HR,Mid,Full-time,2021-01-31,Male,18-25
EMP01660,HR,Lead,Full-time,2022-03-03,Male,36-45
EMP01661,Marketing,Mid,Part-time,2022-12-17,Female,46-55
EMP01662,Finance,Junior,Full-time,2022-12-13,Non-binary,18-25
EMP01663,HR,Junior,Part-time,2021-06-27,Non-binary,56+
EMP01664,Marketing,Manager,Full-time,2022-04-11,Non-binary,26-35
EMP01665,Marketing,Director,Full-time,2021-06-10,Male,36-45
EMP01666,Finance,Junior,Full-time,2022-02-15,Non-binary,56+
EMP01667,Operations,Lead,Full-time,2022-09-12,Female,36-45
EMP01668,Legal,Junior,Part-time,2022-02-19,Non-binary,26-35
EMP01669,Operations,Junior,Full-time,2021-10-04,Female,18-25
EMP01670,HR,Mid,Full-time,2021-10-16,Non-binary,18-25
EMP01671,IT,Senior,Full-time,2021-11-13,Male,26-35
EMP01672,Finance,Senior,Part-time,2021-03-29,Male,18-25
EMP01673,Marketing,Junior,Full-time,2021-04-06,Female,56+
EMP01674,IT,Mid,Full-time,2022-05-28,Female,56+
EMP01675,Operations,Mid,Contract,2022-12-21,Non-binary,18-25
EMP01676,Finance,Senior,Full-time,2021-06-03,Non-binary,46-55
EMP01677,Marketing,Junior,Full-time,2021-02-08,Male,46-55
EMP01678,IT,Manager,Part-time,2021-04-06,Non-binary,18-25
EMP01679,Sales,Mid,Full-time,2021-06-14,Female,26-35
EMP01680,Finance,Manager,Part-time,2022-03-18,Female,26-35
EMP01681,Operations,Manager,Full-time,2022-09-18,Female,18-25
EMP01682,HR,Lead,Full-time,2021-01-16,Male,26-35
EMP01683,Sales,Junior,Full-time,2022-04-11,Male,26-35
EMP01684,Sales,Junior,Full-time,2022-01-08,Female,26-35
EMP01685,Marketing,Lead,Full-time,2022-04-30,Male,56+
EMP01686,Customer Service,Junior,Contract,2022-08-06,Female,26-35
EMP01687,HR,Mid,Full-time,2022-09-27,Non-binary,56+
EMP01688,Operations,Senior,Full-time,2022-01-18,Female,46-55
EMP01689,Finance,Senior,Full-time,2022-11-30,Non-binary,46-55
EMP01690,Finance,Junior,Full-time,2022-12-18,Female,26-35
EMP01691,Operations,Junior,Contract,2022-02-13,Non-binary,18-25
EMP01692,Customer Service,Senior,Contract,2022-04-23,Female,18-25
EMP01693,Operations,Manager,Contract,2021-07-04,Female,26-35
EMP01694,Operations,Mid,Temporary,2021-12-03,Female,26-35
EMP01695,Operations,Junior,Full-time,2022-05-03,Male,56+
EMP01696,IT,Mid,Full-time,2021-05-30,Non-binary,46-55
EMP01697,Sales,Lead,Temporary,2021-03-05,Male,18-25
EMP01698,Legal,Junior,Full-time,2021-01-24,Male,18-25
EMP01699,Legal,Junior,Contract,2021-10-08,Female,46-55
EMP01700,IT,Senior,Full-time,2022-06-22,Male,18-25
EMP01701,Sales,Manager,Full-time,2022-03-15,Male,26-35
EMP01702,Customer Service,Mid,Full-time,2022-03-06,Male,56+
EMP01703,Sales,Manager,Full-time,2022-03-24,Male,36-45
EMP01704,IT,Junior,Full-time,2022-09-04,Non-binary,18-25
EMP01705,Sales,Junior,Contract,2022-11-12,Male,26-35
EMP01706,Operations,Lead,Full-time,2021-11-21,Female,36-45
EMP01707,Customer Service,Manager,Contract,2021-01-04,Non-binary,26-35
EMP01708,Operations,Junior,Part-time,2022-08-16,Male,26-35
EMP01709,HR,Senior,Full-time,2022-07-14,Male,56+
EMP01710,Finance,Mid,Full-time,2022-11-27,Female,46-55
EMP01711,Operations,Senior,Full-time,2022-05-30,Female,26-35
EMP01712,Sales,Lead,Full-time,2021-12-27,Female,18-25
EMP01713,Customer Service,Mid,Full-time,2021-06-30,Non-binary,26-35
EMP01714,Legal,Junior,Full-time,2022-03-23,Non-binary,26-35
EMP01715,Operations,Director,Part-time,2021-10-18,Male,18-25
EMP01716,Legal,Junior,Part-time,2021-01-17,Non-binary,56+
EMP01717,Customer Service,Mid,Part-time,2021-04-13,Non-binary,26-35
EMP01718,IT,Junior,Full-time,2022-03-07,Female,18-25
EMP01719,Operations,Mid,Part-time,2022-04-26,Female,26-35
EMP01720,Legal,Junior,Full-time,2022-10-23,Male,36-45
EMP01721,Marketing,Mid,Contract,2021-10-02,Female,36-45
EMP01722,Legal,Junior,Full-time,2021-01-05,Female,46-55
EMP01723,Sales,Mid,Temporary,2022-06-16,Female,26-35
EMP01724,IT,Senior,Full-time,2022-02-05,Male,46-55
EMP01725,Legal,Junior,Full-time,2022-08-15,Non-binary,26-35
EMP01726,HR,Mid,Full-time,2021-11-22,Male,36-45
EMP01727,Legal,Lead,Full-time,2022-10-09,Female,46-55
EMP01728,Sales,Junior,Full-time,2021-06-12,Female,18-25
EMP01729,HR,Junior,Part-time,2022-08-31,Male,36-45
EMP01730,HR,Director,Full-time,2021-01-26,Female,26-35
EMP01731,IT,Junior,Full-time,2022-10-31,Male,36-45
EMP01732,Marketing,Senior,Full-time,2022-01-23,Male,36-45
EMP01733,Operations,Junior,Contract,2022-10-16,Male,18-25
EMP01734,Marketing,Manager,Full-time,2021-10-17,Female,46-55
EMP01735,Legal,Junior,Part-time,2021-08-01,Female,18-25
EMP01736,Operations,Junior,Full-time,2022-10-03,Female,36-45
EMP01737,HR,Junior,Full-time,2022-04-07,Male,36-45
EMP01738,Finance,Junior,Full-time,2022-10-09,Female,26-35
EMP01739,Finance,Junior,Part-time,2022-09-21,Male,26-35
EMP01740,Finance,Mid,Part-time,2021-01-31,Male,46-55
EMP01741,IT,Junior,Full-time,2021-04-28,Male,36-45
EMP01742,Marketing,Junior,Full-time,2021-05-10,Male,26-35
EMP01743,Marketing,Mid,Part-time,2022-07-19,Female,36-45
EMP01744,IT,Junior,Full-time,2022-02-14,Non-binary,26-35
EMP01745,Operations,Senior,Part-time,2022-02-07,Female,26-35
EMP01746,Customer Service,Mid,Full-time,2021-07-30,Non-binary,36-45
EMP01747,Operations,Senior,Full-time,2021-11-23,Non-binary,26-35
EMP01748,Operations,Mid,Contract,2022-10-10,Non-binary,26-35
EMP01749,Marketing,Senior,Contract,2022-02-24,Non-binary,26-35
EMP01750,Operations,Junior,Full-time,2021-01-31,Male,26-35
EMP01751,IT,Senior,Full-time,2021-03-16,Female,18-25
EMP01752,Finance,Senior,Full-time,2021-11-23,Non-binary,46-55
EMP01753,Operations,Mid,Full-time,2021-08-27,Non-binary,26-35
EMP01754,Marketing,Senior,Contract,2022-07-29,Non-binary,18-25
EMP01755,Legal,Senior,Full-time,2022-10-24,Female,26-35
EMP01756,Customer Service,Mid,Temporary,2021-02-20,Female,18-25
EMP01757,HR,Senior,Full-time,2022-04-09,Male,36-45
EMP01758,Finance,Senior,Contract,2021-10-19,Male,56+
EMP01759,HR,Lead,Full-time,2021-10-19,Non-binary,56+
EMP01760,Sales,Senior,Full-time,2021-02-10,Male,46-55
EMP01761,Marketing,Junior,Part-time,2022-03-02,Female,18-25
EMP01762,Customer Service,Senior,Full-time,2021-11-17,Non-binary,56+
EMP01763,Operations,Lead,Contract,2022-05-21,Male,18-25
EMP01764,Finance,Junior,Temporary,2021-02-18,Non-binary,36-45
EMP01765,HR,Junior,Part-time,2021-08-20,Female,46-55
EMP01766,Finance,Manager,Contract,2022-07-05,Female,46-55
EMP01767,Operations,Junior,Full-time,2021-02-14,Female,26-35
EMP01768,Legal,Junior,Full-time,2022-09-20,Male,36-45
EMP01769,HR,Mid,Full-time,2021-05-03,Non-binary,46-55
EMP01770,Customer Service,Senior,Full-time,2022-02-28,Male,36-45
EMP01771,Customer Service,Director,Full-time,2022-11-09,Non-binary,26-35
EMP01772,Marketing,Lead,Part-time,2021-04-05,Female,36-45
EMP01773,IT,Senior,Full-time,2021-09-06,Female,18-25
EMP01774,IT,Mid,Full-time,2021-01-14,Female,18-25
EMP01775,Sales,Lead,Full-time,2021-08-02,Female,36-45
EMP01776,Operations,Manager,Full-time,2022-06-01,Female,26-35
EMP01777,IT,Lead,Full-time,2022-04-09,Female,26-35
EMP01778,Marketing,Manager,Full-time,2022-12-04,Male,18-25
EMP01779,Operations,Junior,Contract,2021-04-20,Male,26-35
EMP01780,Customer Service,Mid,Full-time,2022-05-03,Non-binary,18-25
EMP01781,IT,Junior,Full-time,2022-03-18,Non-binary,26-35
EMP01782,Marketing,Mid,Full-time,2022-03-28,Female,36-45
EMP01783,IT,Junior,Full-time,2022-03-09,Non-binary,26-35
EMP01784,Customer Service,Mid,Full-time,2022-09-15,Male,36-45
EMP01785,IT,Junior,Contract,2021-04-24,Non-binary,26-35
EMP01786,Operations,Junior,Contract,2021-03-09,Non-binary,36-45
EMP01787,Legal,Junior,Part-time,2022-02-06,Non-binary,26-35
EMP01788,HR,Lead,Full-time,2021-07-30,Female,36-45
EMP01789,Finance,Junior,Full-time,2021-10-22,Non-binary,36-45
EMP01790,IT,Junior,Full-time,2021-11-09,Male,26-35
EMP01791,HR,Manager,Full-time,2022-04-12,Female,26-35
EMP01792,Marketing,Manager,Full-time,2021-07-01,Male,36-45
EMP01793,Finance,Mid,Full-time,2022-05-01,Male,18-25
EMP01794,Marketing,Lead,Full-time,2021-01-18,Male,46-55
EMP01795,Operations,Mid,Part-time,2021-04-07,Female,26-35
EMP01796,Marketing,Senior,Full-time,2021-12-26,Female,18-25
EMP01797,Marketing,Senior,Contract,2021-12-28,Non-binary,46-55
EMP01798,Customer Service,Junior,Full-time,2022-09-03,Non-binary,36-45
EMP01799,Legal,Lead,Full-time,2021-06-01,Male,26-35
EMP01800,IT,Senior,Full-time,2021-02-01,Female,26-35
EMP01801,IT,Manager,Full-time,2021-04-02,Male,56+
EMP01802,Customer Service,Director,Contract,2022-10-04,Male,26-35
EMP01803,Sales,Manager,Full-time,2022-11-27,Female,56+
EMP01804,Marketing,Junior,Full-time,2021-10-10,Non-binary,26-35
EMP01805,Operations,Mid,Full-time,2022-09-20,Female,26-35
EMP01806,Customer Service,Manager,Full-time,2021-01-09,Non-binary,26-35
EMP01807,HR,Mid,Full-time,2021-10-24,Female,18-25
EMP01808,IT,Junior,Full-time,2021-02-11,Male,26-35
EMP01809,Legal,Mid,Part-time,2021-01-06,Male,26-35
EMP01810,Marketing,Lead,Full-time,2021-12-25,Non-binary,26-35
EMP01811,Marketing,Junior,Part-time,2021-03-30,Female,36-45
EMP01812,Marketing,Junior,Full-time,2021-03-24,Female,26-35
EMP01813,Legal,Mid,Temporary,2022-11-26,Male,46-55
EMP01814,Marketing,Junior,Full-time,2021-11-06,Female,46-55
EMP01815,IT,Junior,Full-time,2021-05-23,Male,26-35
EMP01816,Marketing,Senior,Full-time,2021-03-29,Non-binary,26-35
EMP01817,Operations,Junior,Full-time,2022-03-24,Female,36-45
EMP01818,Sales,Mid,Full-time,2022-12-03,Female,56+
EMP01819,Finance,Manager,Full-time,2022-04-18,Female,18-25
EMP01820,Marketing,Lead,Full-time,2021-05-24,Female,18-25
EMP01821,Marketing,Junior,Part-time,2022-07-11,Male,26-35
EMP01822,Customer Service,Lead,Contract,2021-01-07,Female,46-55
EMP01823,Finance,Junior,Temporary,2021-03-28,Male,26-35
EMP01824,Marketing,Senior,Full-time,2021-04-10,Male,18-25
EMP01825,Finance,Senior,Full-time,2022-08-22,Non-binary,36-45
EMP01826,HR,Junior,Full-time,2022-05-23,Male,26-35
EMP01827,Finance,Lead,Full-time,2021-11-15,Male,18-25
EMP01828,HR,Senior,Full-time,2021-01-01,Male,26-35
EMP01829,Customer Service,Junior,Full-time,2021-04-17,Female,18-25
EMP01830,Marketing,Mid,Temporary,2021-05-05,Male,46-55
EMP01831,Marketing,Lead,Full-time,2022-07-14,Non-binary,36-45
EMP01832,HR,Senior,Full-time,2022-03-19,Non-binary,36-45
EMP01833,IT,Mid,Full-time,2021-06-24,Non-binary,18-25
EMP01834,Customer Service,Mid,Full-time,2022-08-26,Female,36-45
EMP01835,Customer Service,Mid,Full-time,2021-04-20,Male,26-35
EMP01836,Legal,Junior,Full-time,2021-05-04,Non-binary,36-45
EMP01837,Customer Service,Junior,Contract,2022-11-04,Male,26-35
EMP01838,Marketing,Junior,Full-time,2022-04-15,Non-binary,46-55
EMP01839,IT,Mid,Part-time,2022-05-31,Female,36-45
EMP01840,HR,Mid,Part-time,2021-06-28,Female,26-35
EMP01841,Marketing,Lead,Full-time,2021-05-24,Female,18-25
EMP01842,Customer Service,Mid,Full-time,2022-10-23,Non-binary,26-35
EMP01843,Marketing,Junior,Full-time,2022-12-27,Non-binary,26-35
EMP01844,Legal,Junior,Full-time,2022-09-25,Non-binary,26-35
EMP01845,Operations,Mid,Full-time,2021-04-09,Female,46-55
EMP01846,Operations,Manager,Full-time,2021-08-31,Female,46-55
EMP01847,Operations,Junior,Full-time,2022-03-07,Male,46-55
EMP01848,Customer Service,Lead,Full-time,2021-03-16,Male,56+
EMP01849,Operations,Senior,Full-time,2021-11-25,Non-binary,36-45
EMP01850,IT,Junior,Full-time,2021-07-24,Female,26-35
EMP01851,Legal,Lead,Part-time,2021-06-15,Male,18-25
EMP01852,Operations,Junior,Part-time,2021-01-25,Male,26-35
EMP01853,Operations,Mid,Full-time,2022-02-22,Non-binary,36-45
EMP01854,IT,Lead,Full-time,2022-05-24,Female,36-45
EMP01855,HR,Lead,Full-time,2022-01-01,Non-binary,26-35
EMP01856,Operations,Junior,Full-time,2021-03-14,Male,18-25
EMP01857,Finance,Senior,Full-time,2021-08-25,Male,46-55
EMP01858,Marketing,Mid,Full-time,2021-10-24,Male,56+
EMP01859,IT,Lead,Contract,2021-03-18,Non-binary,26-35
EMP01860,Finance,Mid,Contract,2022-09-26,Non-binary,26-35
EMP01861,Finance,Junior,Full-time,2021-09-27,Male,26-35
EMP01862,HR,Junior,Part-time,2021-03-02,Female,56+
EMP01863,Finance,Junior,Full-time,2022-11-11,Non-binary,56+
EMP01864,Finance,Mid,Full-time,2022-12-21,Female,36-45
EMP01865,Operations,Manager,Full-time,2022-09-20,Male,26-35
EMP01866,Operations,Junior,Full-time,2021-02-12,Non-binary,26-35
EMP01867,Marketing,Lead,Contract,2022-05-05,Male,18-25
EMP01868,Finance,Lead,Part-time,2021-02-26,Non-binary,36-45
EMP01869,Finance,Senior,Full-time,2022-01-24,Female,36-45
EMP01870,Legal,Mid,Full-time,2022-03-17,Male,46-55
EMP01871,Sales,Junior,Full-time,2022-01-12,Male,26-35
EMP01872,Finance,Junior,Part-time,2021-04-05,Non-binary,36-45
EMP01873,IT,Lead,Full-time,2021-01-16,Male,26-35
EMP01874,Finance,Mid,Full-time,2021-10-17,Male,56+
EMP01875,Legal,Mid,Full-time,2021-05-13,Male,18-25
EMP01876,IT,Mid,Part-time,2022-07-11,Female,46-55
EMP01877,Customer Service,Senior,Contract,2021-08-14,Non-binary,26-35
EMP01878,IT,Mid,Full-time,2022-11-01,Non-binary,36-45
EMP01879,Finance,Mid,Full-time,2021-04-17,Non-binary,26-35
EMP01880,IT,Manager,Part-time,2021-03-22,Non-binary,26-35
EMP01881,IT,Junior,Part-time,2022-07-21,Male,18-25
EMP01882,Customer Service,Senior,Full-time,2021-08-29,Male,18-25
EMP01883,Marketing,Junior,Full-time,2021-02-04,Male,18-25
EMP01884,Legal,Mid,Contract,2022-09-17,Female,26-35
EMP01885,IT,Mid,Full-time,2021-08-18,Non-binary,18-25
EMP01886,Finance,Mid,Full-time,2021-11-09,Male,56+
EMP01887,Marketing,Lead,Full-time,2021-12-11,Male,26-35
EMP01888,Legal,Lead,Part-time,2022-09-29,Non-binary,46-55
EMP01889,Legal,Manager,Contract,2021-04-22,Female,46-55
EMP01890,Customer Service,Mid,Part-time,2022-07-02,Non-binary,26-35
EMP01891,Customer Service,Senior,Contract,2022-01-26,Male,56+
EMP01892,Marketing,Junior,Full-time,2021-10-15,Non-binary,26-35
EMP01893,Legal,Junior,Full-time,2022-08-08,Female,36-45
EMP01894,Finance,Junior,Full-time,2022-10-31,Female,46-55
EMP01895,Customer Service,Mid,Full-time,2021-07-03,Female,18-25
EMP01896,Customer Service,Senior,Full-time,2022-01-03,Female,18-25
EMP01897,Marketing,Manager,Full-time,2021-03-23,Male,26-35
EMP01898,Marketing,Junior,Full-time,2021-09-22,Male,36-45
EMP01899,Finance,Junior,Full-time,2021-05-31,Male,36-45
EMP01900,Sales,Junior,Part-time,2022-03-27,Male,56+
EMP01901,Marketing,Junior,Part-time,2021-09-23,Female,36-45
EMP01902,IT,Mid,Full-time,2021-02-15,Female,18-25
EMP01903,IT,Junior,Full-time,2021-03-21,Non-binary,26-35
EMP01904,Legal,Manager,Full-time,2022-10-20,Female,36-45
EMP01905,Sales,Director,Contract,2022-01-04,Female,26-35
EMP01906,Finance,Junior,Full-time,2021-10-29,Male,56+
EMP01907,Operations,Senior,Part-time,2021-01-27,Non-binary,36-45
EMP01908,Sales,Manager,Full-time,2022-06-05,Non-binary,18-25
EMP01909,Legal,Lead,Full-time,2021-06-03,Male,56+
EMP01910,Legal,Mid,Full-time,2021-08-18,Non-binary,46-55
EMP01911,Customer Service,Senior,Full-time,2022-09-14,Female,26-35
EMP01912,Marketing,Manager,Full-time,2022-08-13,Female,26-35
EMP01913,Operations,Senior,Full-time,2021-11-19,Female,26-35
EMP01914,Operations,Manager,Full-time,2021-12-27,Non-binary,26-35
EMP01915,IT,Senior,Part-time,2022-03-05,Male,56+
EMP01916,Legal,Senior,Full-time,2021-09-08,Non-binary,26-35
EMP01917,Sales,Mid,Full-time,2021-10-21,Female,36-45
EMP01918,Customer Service,Senior,Part-time,2021-06-01,Male,46-55
EMP01919,HR,Junior,Full-time,2021-01-16,Non-binary,36-45
EMP01920,Operations,Junior,Full-time,2022-04-27,Female,18-25
EMP01921,Operations,Junior,Contract,2021-06-20,Female,56+
EMP01922,HR,Mid,Full-time,2021-12-29,Non-binary,26-35
EMP01923,Sales,Senior,Full-time,2021-12-11,Non-binary,18-25
EMP01924,Customer Service,Manager,Full-time,2021-12-30,Non-binary,46-55
EMP01925,Customer Service,Senior,Part-time,2021-10-24,Non-binary,46-55
EMP01926,Operations,Junior,Full-time,2022-06-06,Non-binary,26-35
EMP01927,Customer Service,Mid,Full-time,2022-10-27,Non-binary,36-45
EMP01928,Operations,Junior,Full-time,2021-10-14,Male,36-45
EMP01929,Legal,Junior,Full-time,2022-06-22,Male,56+
EMP01930,IT,Mid,Full-time,2021-02-12,Non-binary,26-35
EMP01931,Marketing,Junior,Full-time,2021-12-22,Female,26-35
EMP01932,Marketing,Manager,Full-time,2021-06-23,Non-binary,46-55
EMP01933,Marketing,Junior,Full-time,2021-08-26,Non-binary,46-55
EMP01934,Finance,Manager,Full-time,2021-01-29,Male,18-25
EMP01935,Sales,Junior,Contract,2021-01-27,Non-binary,26-35
EMP01936,HR,Lead,Full-time,2022-04-01,Male,36-45
EMP01937,Customer Service,Manager,Full-time,2021-05-03,Male,46-55
EMP01938,Operations,Manager,Part-time,2021-10-13,Non-binary,46-55
EMP01939,Sales,Junior,Full-time,2021-03-18,Female,36-45
EMP01940,Operations,Senior,Full-time,2022-06-10,Male,26-35
EMP01941,Sales,Junior,Full-time,2022-12-24,Non-binary,18-25
EMP01942,Finance,Junior,Full-time,2022-10-12,Male,36-45
EMP01943,Customer Service,Junior,Part-time,2021-09-29,Non-binary,26-35
EMP01944,IT,Senior,Full-time,2021-05-15,Non-binary,46-55
EMP01945,Finance,Mid,Full-time,2021-08-08,Non-binary,26-35
EMP01946,Finance,Mid,Full-time,2021-07-02,Female,36-45
EMP01947,Sales,Mid,Full-time,2021-08-29,Male,46-55
EMP01948,Marketing,Senior,Full-time,2021-08-26,Non-binary,26-35
EMP01949,Customer Service,Junior,Full-time,2022-01-01,Female,26-35
EMP01950,Sales,Junior,Full-time,2022-04-03,Male,26-35
EMP01951,Operations,Mid,Full-time,2021-11-23,Male,46-55
EMP01952,Customer Service,Senior,Full-time,2022-05-11,Male,26-35
EMP01953,IT,Manager,Part-time,2022-06-04,Male,36-45
EMP01954,Marketing,Senior,Full-time,2021-11-27,Female,26-35
EMP01955,Finance,Junior,Part-time,2021-09-24,Female,36-45
EMP01956,Marketing,Mid,Full-time,2021-02-16,Male,36-45
EMP01957,Operations,Manager,Full-time,2022-10-03,Female,18-25
EMP01958,Finance,Manager,Full-time,2022-07-07,Female,18-25
EMP01959,Sales,Manager,Part-time,2022-12-23,Non-binary,18-25
EMP01960,IT,Mid,Full-time,2021-02-20,Male,46-55
EMP01961,IT,Junior,Full-time,2022-02-10,Female,26-35
EMP01962,IT,Manager,Full-time,2021-08-09,Male,46-55
EMP01963,Operations,Mid,Part-time,2022-06-24,Male,26-35
EMP01964,Finance,Junior,Part-time,2021-11-05,Male,18-25
EMP01965,Legal,Senior,Full-time,2021-05-07,Non-binary,46-55
EMP01966,Operations,Junior,Part-time,2021-03-28,Non-binary,26-35
EMP01967,HR,Junior,Full-time,2021-01-16,Female,26-35
EMP01968,Marketing,Lead,Full-time,2022-09-13,Non-binary,18-25
EMP01969,Customer Service,Junior,Full-time,2021-10-08,Non-binary,36-45
EMP01970,Marketing,Mid,Full-time,2022-01-21,Female,36-45
EMP01971,Marketing,Manager,Full-time,2022-05-10,Male,26-35
EMP01972,Legal,Manager,Part-time,2022-05-24,Non-binary,18-25
EMP01973,Finance,Mid,Full-time,2021-08-18,Female,26-35
EMP01974,Marketing,Mid,Part-time,2021-04-22,Male,18-25
EMP01975,IT,Lead,Full-time,2021-06-23,Male,18-25
EMP01976,Customer Service,Mid,Part-time,2022-02-17,Male,18-25
EMP01977,Marketing,Mid,Part-time,2022-05-21,Male,18-25
EMP01978,Legal,Manager,Full-time,2022-12-07,Male,46-55
EMP01979,Customer Service,Mid,Full-time,2022-05-16,Female,26-35
EMP01980,Operations,Manager,Full-time,2022-05-10,Male,26-35
EMP01981,HR,Mid,Full-time,2021-01-14,Male,26-35
EMP01982,Finance,Manager,Full-time,2021-04-27,Non-binary,46-55
EMP01983,HR,Senior,Full-time,2022-05-14,Female,18-25
EMP01984,Legal,Director,Part-time,2021-05-01,Non-binary,26-35
EMP01985,Sales,Senior,Full-time,2021-11-27,Female,36-45
EMP01986,Sales,Mid,Full-time,2021-07-29,Female,26-35
EMP01987,HR,Junior,Part-time,2021-12-05,Female,18-25
EMP01988,HR,Junior,Full-time,2022-03-03,Male,26-35
EMP01989,IT,Senior,Full-time,2021-07-12,Female,18-25
EMP01990,Customer Service,Senior,Full-time,2022-10-02,Non-binary,36-45
EMP01991,Sales,Senior,Contract,2021-08-20,Female,26-35
EMP01992,Marketing,Mid,Part-time,2022-03-13,Female,36-45
EMP01993,IT,Junior,Full-time,2022-10-19,Non-binary,26-35
EMP01994,Marketing,Senior,Full-time,2021-07-02,Non-binary,36-45
EMP01995,Sales,Senior,Contract,2022-01-28,Non-binary,26-35
EMP01996,Customer Service,Junior,Full-time,2022-09-23,Male,56+
EMP01997,HR,Junior,Full-time,2021-04-04,Male,26-35
EMP01998,HR,Mid,Full-time,2021-02-23,Non-binary,26-35
EMP01999,Operations,Junior,Full-time,2021-11-06,Female,36-45
EMP02000,Marketing,Lead,Full-time,2021-12-30,Male,46-55
